motif_id	candidate_index	disease_local_id	disease_name	disease_mesh_id	drug_local_id	drug_name	drugbank_id	gene_local_id	gene_symbol	gene_entrez_id	evidence_source	HANAMI_motif_percentile	TriMoGCL_motif_percentile	TriNet_motif_percentile	N2V_MLP_motif_percentile	RF_motif_percentile	supporting_trials
2082	4394	148	Thrombosis	D013927	602	Heparin	DB01109	169	SELP	6403	strict_phase2_3_disease_directed_title	67.7667865707	65.3447242206	49.7150137033	56.8064833847	71.4991221309	NCT01662908[PHASE2] A Randomized, Open-Label, Parallel-Group, Multi-Center Study for the Evaluation of Efficacy and Safety of Edoxaban Monotherapy Versus Low Molecular Weight (LMW) Heparin/Warfarin in Subjects With Symptomatic Deep-Vein Thrombosis
2085	43652	83	Lung Neoplasms	D008175	46	sildenafil	DB00203	3762	SLCO1B3	28234	strict_phase2_3_disease_directed_title	73.5067660158	67.5089928058	35.4573484070	77.6314662556	46.3529890373	NCT00752115[PHASE2|PHASE3] Combination Chemotherapy With Sildenafil Plus Carboplatin and Paclitaxel in Patients With Advanced Non-small Cell Lung Cancer
2088	27630	83	Lung Neoplasms	D008175	234	cisplatin	DB00515	2036	ATOX1	475	strict_phase2_3_disease_directed_title	55.4453579993	63.5827766358	86.4891658102	85.1760020555	82.4217411785	NCT00001499[PHASE2] Phase II Neoadjuvant Trial of a Continuous Infusion of Paclitaxel Plus Cisplatin Followed by Chest Radiotherapy for Patients With Stage III Non-Small Cell Lung Cancer; NCT00002583[PHASE3] Vinorelbine + Cisplatin or No Further Therapy in Non-small Cell Lung Cancer That Has Been Surgically Removed; NCT00003299[PHASE3] Cisplatin Plus Etoposide With or Without Paclitaxel in Treating Patients With Extensive-Stage Small Cell Lung Cancer; NCT00004201[PHASE2] Gemcitabine Plus Carboplatin or Cisplatin in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-small Cell Lung Cancer; NCT00004264[PHASE1|PHASE2] Docetaxel, Cisplatin, and Amifostine in Treating Patients With Advanced Non-small Cell Lung Cancer; NCT00005868[PHASE2] Docetaxel and Cisplatin in Treating Patients With Untreated Stage IIIA Non-small Cell Lung Cancer; NCT00016367[PHASE2] Cisplatin and Gemcitabine Plus Trastuzumab in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer; NCT00017459[PHASE3] Cisplatin Plus Vinorelbine With or Without Tirapazamine in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer; NCT00021333[PHASE2] Paclitaxel and Cisplatin Plus Radiation Therapy Followed by Filgrastim in Treating Patients With Recurrent Head and Neck Cancer or Lung Cancer; NCT00045162[PHASE3] S0124: Cisplatin Combined With Irinotecan or Etoposide For Extensive-Stage Small Cell Lung Cancer; NCT00051506[PHASE2] ALIMTA(Pemetrexed)/Cisplatin and ALIMTA(Pemetrexed)/Carboplatin in Extensive Stage Small Cell Lung Cancer.; NCT00055757[PHASE2] Tipifarnib, Gemcitabine, and Cisplatin in Treating Patients With Stage III or Stage IV Non-Small Cell Lung Cancer; NCT00055965[PHASE3] Hospitalization Rates of Patients With Non-Small Cell Lung Cancer Treated With Gemcitabine and Either Cisplatin or Carboplatin; NCT00066222[PHASE2] Cisplatin, Etoposide, and Radiation Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer; NCT00069875[PHASE2] A Study With Gemcitabine, Cisplatin, and LY293111 in Non-Small Cell Lung Cancer; NCT00072527[PHASE2] Cisplatin and Irinotecan Followed by Carboplatin, Etoposide, and Radiation Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer; NCT00077311[PHASE2] Docetaxel and Cisplatin With or Without Dimesna in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer; NCT00077883[PHASE1|PHASE2] TLK286 (Telcyta) in Combination With Cisplatin for Locally Advanced or Metastatic Non-small Cell Lung Cancer (NSCLC); NCT00079040[PHASE2] Cisplatin, Etoposide, and Bevacizumab in Treating Patients With Previously Untreated Extensive Stage Small Cell Lung Cancer; NCT00083161[PHASE2] Cisplatin, Etoposide, and Cyclophosphamide in Treating Patients With Extensive-Stage Small Cell Lung Cancer; NCT00103051[PHASE2] Gemcitabine, Cisplatin, and Gefitinib in Treating Patients Who Are Undergoing Surgery for Stage III Non-Small Cell Lung Cancer; NCT00112710[PHASE3] Gemcitabine in Combination With Either Cisplatin or Carboplatin in Treating Patients With Stage III or Stage IV Non-Small Cell Lung Cancer; NCT00118131[PHASE2] Docetaxel and Cisplatin in Treating Patients With Stage III or Stage IV Non-Small Cell Lung Cancer; NCT00118235[PHASE2] Cisplatin, Irinotecan, and Bevacizumab, in Treating Patients With Small Cell Lung Cancer; NCT00148798[PHASE3] Study of Cisplatin/Vinorelbine +/- Cetuximab as First-line Treatment of Advanced Non Small Cell Lung Cancer (FLEX); NCT00154739[PHASE2] Gemcitabine/Cisplatin Versus Gemcitabine/Epirubicin for Non-Small Cell Lung Cancer (NSCLC); NCT00173888[PHASE2] Docetaxel Plus Cisplatin Followed by Gemcitabine Versus Gemcitabine Plus Cisplatin Followed by Docetaxel for Non-Small Cell Lung Cancer (NSCLC); NCT00191139[PHASE2] Gemcitabine or Gemcitabine Plus Docetaxel After Cisplatin, Etoposide and Radiation in Non Small Cell Lung Cancer (NSCLC); NCT00191763[PHASE2] Neo-Adjuvant Gemcitabine and Cisplatin in Treating Patients With Early Stage of Non Small Cell Lung Cancer; NCT00192036[PHASE2] Multicenter Phase 2 Trial Evaluating Cisplatin-Gemcitabine With Concomitant Thoracic Radiotherapy for Treatment of Inoperable Stage III Non Small Cell Lung Cancer; NCT00216125[PHASE3] Cisplatin/Etoposide/Radiotherapy +/- Consolidation Docetaxel in Advanced Stage III Non-Small Cell Lung Cancer; NCT00217698[PHASE2] Gefitinib as First-Line Therapy Followed by Gemcitabine and Cisplatin in Treating Patients With Stage III or Stage IV Non-Small Cell Lung Cancer; NCT00227539[PHASE2] Positron Emission Tomography in Predicting Response in Patients Who Are Undergoing Treatment With Pemetrexed Disodium and Cisplatin With or Without Surgery for Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer; NCT00248482[PHASE2] Imatinib Mesylate After Irinotecan and Cisplatin in Treating Patients With Extensive-Stage Small Cell Lung Cancer; NCT00248495[PHASE2] Pemetrexed Disodium and Cisplatin in Treating Patients Who Are Undergoing Surgery for Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer; NCT00253591[PHASE2|PHASE3] Radiation Therapy With or Without Vinorelbine and Cisplatin in Treating Patients With Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer; NCT00259285[PHASE2] Pemetrexed and Cisplatin Treatment Before Surgery in Non Small Cell Lung Cancer; NCT00269152[PHASE2] Feasibility Study of Pemetrexed in Combination With Cisplatin or Carboplatin as Adjuvant Treatment of Non-Small Cell Lung Cancer; NCT00270582[PHASE2] A Study of Weekly Docetaxel Plus Cisplatin Followed by Gemcitabine vs. Gemcitabine Plus Cisplatin Followed by Weekly Docetaxel in the Treatment of Advanced Non-Small-Cell Lung Cancer; NCT00281125[PHASE1|PHASE2] Phase I/II Trial of PTK787 and Pemetrexed With or Without Cisplatin for Lung Cancer; NCT00281970[PHASE2] Docetaxel and Cisplatin in Treating Patients With Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer That Has Been Completely Removed By Surgery; NCT00301808[PHASE2] Cisplatin, Pemetrexed Disodium, and Radiation Therapy Followed by Docetaxel in Treating Patients With Stage III Non-Small Cell Lung Cancer; NCT00320359[PHASE3] Topotecan Plus Cisplatin Versus Etoposide Plus Cisplatin In 1st Line Extensive Disease Small Cell Lung Cancer; NCT00387699[PHASE2] Bevacizumab, Cisplatin, Etoposide, and Radiation Therapy in Treating Patients With Limited-Stage Small Cell Lung Cancer; NCT00388960[PHASE2] Study of Amrubicin With or Without Cisplatin Versus Etoposide-cisplatin for Extensive Stage Small Cell Lung Cancer; NCT00389688[PHASE2] Pemetrexed Disodium and Cisplatin Before or After Surgery in Treating Patients With Stage IB or Stage II Non-Small Cell Lung Cancer That Can be Removed by Surgery; NCT00398385[PHASE2] Gemcitabine and Cisplatin Before or After Surgery in Treating Patients With Stage I or Stage II Non-Small Cell Lung Cancer; NCT00417248[PHASE1|PHASE2] Cisplatin/Etoposide/Radiotherapy Followed by Consolidation Sorafenib for Inoperable Stage III Non-Small Cell Lung Cancer; NCT00424853[PHASE2] ADVANCED Phase II Trial of Weekly vs 3 Weekly Docetaxel and Cisplatin Followed by Gemcitabine in Non-small-cell Lung Cancer (NSCLC); NCT00433498[PHASE3] Etoposide and Cisplatin or Carboplatin as First-Line Chemotherapy With or Without Pravastatin in Treating Patients With Small Cell Lung Cancer; NCT00434668[PHASE2] Evaluation of Tolerability of Adjuvant Cisplatin/Docetaxel in Completely Resected Stage IB/II Non-Small Cell Lung Cancer; NCT00447421[PHASE1|PHASE2] A Study to Treat Small Cell Lung Cancer With a Combination of Cisplatin, Pemetrexed, and Radiotherapy; NCT00452634[PHASE2] Irinotecan/Cisplatin Plus Simvastatin in Extensive Disease-Small Cell Lung Cancer (ED-SCLC); NCT00475657[PHASE2] Pemetrexed and Cisplatin as Treatment in Small Cell Lung Cancer; NCT00482014[PHASE1|PHASE2] A Study of Pemetrexed Plus Carboplatin, or Pemetrexed Plus Cisplatin With Radiation Therapy Followed by Pemetrexed in Patients With Inoperable Non-Small-Cell Lung Cancer; NCT00489996[PHASE2] Trial Comparing 3 and 4 Week Regimen of Gemcitabine and Cisplatin in Patients With Lung Cancer; NCT00490659[PHASE2] Trial of Perioperative Chemotherapy (Gemcitabine and Cisplatin) and Adjuvant Chemoradiotherapy (With Weekly Low Dose Gemcitabine) in Patients With Lung Cancer With Positive Nodes; NCT00497315[PHASE2] Evaluation of Pemetrexed Combined With Cisplatin and Radiotherapy for Unresectable Locally Advanced Non-Small Cell Lung Cancer (NSCLC); NCT00529100[PHASE1|PHASE2] Concurrent Pemetrexed, Cisplatin and Radiation Therapy in Patients With Stage IIIA/B Non Small Cell Lung Cancer; NCT00530634[PHASE2] Surgery, Gemcitabine, Cisplatin, and Radiation Therapy in Treating Patients With Stage II or Stage III Non-Small Cell Lung Cancer; NCT00538681[PHASE2] Study for Participants With Advanced, Not Amenable to Surgery, or Metastatic Lung Cancer Comparing Treatment With Pemetrexed + Cisplatin + Enzastaurin Versus Pemetrexed + Cisplatin + Placebo; NCT00540280[PHASE3] Randomized Phase III Trial of Surgery Alone or Surgery Plus Preoperative Gemcitabine-Cisplatin in Clinical Early Stages of Non-small Cell Lung Cancer; NCT00545948[PHASE2] Adjuvant Cisplatin With Either Genomic-Guided Vinorelbine or Pemetrexed for Early Stage Non-Small-Cell Lung Cancer; NCT00582634[PHASE2] Adjuvant Cisplatin and Docetaxel in Non Small Cell Lung Cancer; NCT00589056[PHASE1|PHASE2] Nelfinavir, Radiation Therapy, Cisplatin, and Etoposide in Treating Patients With Stage III Non-Small Cell Lung Cancer That Cannot Be Removed By Surgery; NCT00613626[PHASE2] Cisplatin + Etoposide +/- Concurrent ZD6474 in Previously Untreated Extensive Stage Small Cell Lung Cancer; NCT00632853[PHASE3] Radiation Therapy Regimens in Treating Patients With Limited-Stage Small Cell Lung Cancer Receiving Cisplatin and Etoposide; NCT00660504[PHASE3] Phase3 Study of Amrubicin With Cisplatin Versus Etoposide-cisplatin for Extensive Disease Small Cell Lung Cancer; NCT00661778[PHASE2] A Study of Avastin (Bevacizumab) in Combination With Docetaxel and Cisplatin in Patients With Metastatic or Locally Advanced Non-small Cell Lung Cancer; NCT00680940[PHASE2] A Study of Mycobacterium w in Combination With Paclitaxel Plus Cisplatin in Advanced Non Small Cell Lung Cancer; NCT00726986[PHASE2] Sorafenib, Cisplatin, and Etoposide in Treating Patients With Extensive-Stage Small Cell Lung Cancer; NCT00735904[PHASE2] Trial Of AG-013736, Cisplatin, And Gemcitabine For Patients With Squamous Non-Small Cell Lung Cancer; NCT00744900[PHASE2] Pemetrexed Plus Cisplatin for Brain Metastasis of Advanced Non - Small Cell Lung Cancer (NSCLC); NCT00754858[PHASE2] Belotecan and Cisplatin in Treating Patients With Previously Untreated, Extensive-Stage Small Cell Lung Cancer; NCT00812266[PHASE3] Topotecan and Cisplatin Versus Etoposide and Carboplatin in 1st Line Treatment of Patients With Small Cell Lung Cancer and Extensive Disease (SCLC-ED); NCT00869752[PHASE1|PHASE2] MK-0646, Etoposide, and Cisplatin in Treating Patients With Extensive-Stage Small Cell Lung Cancer; NCT00874328[PHASE1|PHASE2] A Study of TS-1 Plus Irinotecan and Cisplatin (IP) for Patients With Stage IIIB/IV Non Small Cell Lung Cancer (NSCLC); NCT00907504[PHASE3] Study Of The Effect Of CP-751,871 In Combination With Gemcitabine And Cisplatin In Patients With Advanced Non-Small Cell Lung Cancer; NCT00981058[PHASE3] First-line Treatment of Participants With Stage IV Squamous Non-Small Cell Lung Cancer With Necitumumab and Gemcitabine-Cisplatin; NCT00982111[PHASE3] First-line Treatment of Patients With Stage IV Nonsquamous Non-Small Cell Lung Cancer With Necitumumab (IMC-11F8) and Pemetrexed-Cisplatin; NCT00995761[PHASE2] Biweekly Schedule of Docetaxel and Cisplatin in High Risk Patients With Unresectable Non-small Cell Lung Cancer (NSCLC); NCT01000480[PHASE2] A Study of Pemetrexed and Cisplatin, in Non Small Cell Lung Cancer; NCT01077713[PHASE2] A Study of Avastin (Bevacizumab) in Combination With Gemcitabine With or Without Cisplatin in First-Line Treatment of Elderly Patients With Non-Small Cell Lung Cancer; NCT01086254[PHASE2] SAR240550 in Combination With Gemcitabine/Cisplatin in Non-small Cell Lung Cancer; NCT01088620[PHASE2] Panitumumab Plus Pemetrexed and Cisplatin (PemCisP) Versus PemCis in the First-line Treatment of Patients With Non-small Cell Lung Cancer; NCT01109524[PHASE2] Safety Study of Cetuximab in Combination With Cisplatin and Vinorelbine to Treat Advanced Non-small Cell Lung Cancer; NCT01116219[PHASE2] Bevacizumab, Pemetrexed Disodium, and Cisplatin or Erlotinib Hydrochloride and Bevacizumab in Treating Patients With Stage IV Non-Small Cell Lung Cancer. A Multicenter Phase II Trial Including Biopsy at Progression (BIO-PRO Trial).; NCT01121393[PHASE3] BIBW 2992 (Afatinib) vs Gemcitabine-cisplatin in 1st Line Non-small Cell Lung Cancer (NSCLC); NCT01165021[PHASE2] A Study of Pemetrexed/Cisplatin as Pre-operative Treatment of Early Stage Nonsquamous Non-Small Cell Lung Cancer; NCT01192243[PHASE2] Study of Gefitinib Compared With Pemetrexed/Cisplatin in Advanced Non-Small Cell Lung Cancer Patients; NCT01194453[PHASE2] Pemetrexed Plus Cisplatin Versus Gemcitabine Plus Cisplatin for Advanced NSCLC Metastatic Non-small Cell Lung Cancer; NCT01222312[PHASE2] Study for Therapy of Locally Advanced or Metastatic Non Small Cell Lung Cancer (NSCLC) With Cisplatin / Docetaxel or Oxaliplatin / Docetaxel; NCT01266512[PHASE2] Concurrent Chemoradiotherapy Using Intensity Modulated Radiotherapy (IMRT) & Docetaxel-cisplatin (or Carboplatin) Followed by Adjuvant Chemotherapy for Inoperable Stage III Non-small-cell Lung Cancer; NCT01356303[PHASE2] Docetaxel Combined With Cisplatin as First Line in Patients With Metastatic Non-small Cell Lung Cancer; NCT01405586[PHASE3] MILES-3: Cisplatin in Combination With Gemcitabine for Elderly Patients With Lung Cancer; NCT01407822[PHASE2|PHASE3] Erlotinib Versus Gemcitabine/Cisplatin as (Neo)Adjuvant Treatment in Non-small Cell Lung Cancer; NCT01557959[PHASE2] Docetaxel, Cisplatin, Pegfilgrastim, and Erlotinib Hydrochloride in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer; NCT01623102[PHASE2] Cisplatin and Gemcitabine With or Without Bevacizumab in EGFR Wild-type Non-Small Cell Lung Cancer; NCT01633645[PHASE2] Bortezomib in Combination With Gemcitabine and Cisplatin in Advanced or Metastatic Non-Small Cell Lung Cancer; NCT01642251[PHASE1|PHASE2] Cisplatin and Etoposide With or Without Veliparib in Treating Patients With Extensive Stage Small Cell Lung Cancer; NCT01656551[PHASE3] MILES-4: Study Comparing Gemcitabine and Pemetrexed, With or Without Cisplatin, in Patients With Nonsquamous Lung Cancer; NCT01705184[PHASE2] Re-introduction of Pemetrexed and Cisplatin With Prolonged Angiogenic Blocking by Bevacizumab in Advanced Lung Cancer.; NCT01788566[PHASE2] A Study of Gemcitabine-Cisplatin Chemotherapy Plus Necitumumab in the First-Line Treatment of Participants With Squamous Lung Cancer; NCT01928160[PHASE2] Pemetrexed Disodium and Carboplatin or Cisplatin With or Without Erlotinib Hydrochloride in Treating Patient With Stage IV Non-Small Cell Lung Cancer Resistant to First-Line Therapy With Erlotinib Hydrochloride or Gefitinib; NCT02323737[PHASE2] Phase II Study of Irinotecan and Cisplatin in Extensive-stage Small Cell Lung Cancer; NCT02409342[PHASE3] A Study of Atezolizumab (MPDL3280A) Compared With a Platinum Agent (Cisplatin or Carboplatin) + (Pemetrexed or Gemcitabine) in Participants With Stage IV Non-Squamous or Squamous Non-Small Cell Lung Cancer (NSCLC) [IMpower110]; NCT02409355[PHASE3] A Study of Atezolizumab Compared With Gemcitabine Plus (+) Cisplatin or Carboplatin for PD-L1-Selected Participants With Stage IV Squamous Non-Small Cell Lung Cancer (NSCLC) (IMpower111); NCT02643407[PHASE3] Nedaplatin/Docetaxel Versus Cisplatin/Docetaxel in Treatment of Advanced/Relapsed Squamous Cell Lung Cancer; NCT02787473[PHASE2] A Study of Pemetrexed Plus Cisplatin With Concurrent Radiation Therapy Followed by Docetaxel Consolidation in Patients With Inoperable Squamous Cell Lung Cancer; NCT02875457[PHASE3] Apatinib as the Maintenance Therapy for Extensive Stage Small Cell Lung Cancer After Combined With Etoposide/Cisplatin; NCT03066778[PHASE3] A Study of Pembrolizumab (MK-3475) in Combination With Etoposide/Platinum (Cisplatin or Carboplatin) for Participants With Extensive Stage Small Cell Lung Cancer (MK-3475-604/KEYNOTE-604); NCT03366766[PHASE2] Nivolumab Plus Cisplatin/Pemetrexed or Cisplatin/Gemcitabine as Induction in Resectable Non-Small Cell Lung Cancer; NCT03613597[PHASE2] Etoposide Plus Lobaplatin Versus Etoposide Plus Cisplatin for Patients With Limited Small-cell Lung Cancer; NCT04490421[PHASE3] Camrelizumab Combined With Apatinib, Etoposide and Cisplatin Treat Small-cell Lung Cancer.; NCT05198830[PHASE2] Testing the Addition of an Anti-Cancer Drug, TRC102, to the Usual Chemotherapy Treatment (Pemetrexed, Cisplatin or Carboplatin) During Radiation Therapy for Stage III Non-Squamous Non-Small Cell Lung Cancer; NCT06793215[PHASE3] A Study Evaluating the Efficacy and Safety of Divarasib and Pembrolizumab Versus Pembrolizumab and Pemetrexed and Carboplatin or Cisplatin in Participants With Previously Untreated, KRAS G12C-Mutated, Advanced or Metastatic Non-Squamous Non-Small Cell Lung Cancer
2091	35945	221	Acute Coronary Syndrome	D054058	731	colchicine	DB01394	2775	TUBA1C	84790	strict_phase2_3_disease_directed_title	64.4304556355	73.9591897910	70.4860397396	90.2552243919	84.9541795135	NCT00754819[PHASE2|PHASE3] Targeting Inflammation in Acute Coronary Syndrome Using Colchicine; NCT05250596[PHASE2] COLchicine On-admission to Reduce Inflammation in Acute Coronary Syndrome (COLOR-ACS); NCT05472337[PHASE2] Effect of Colchicine on Coronary Reperfusion in Patients With Acute Coronary Syndrome
2096	19057	647	Anxiety Disorders	D001008	1061	memantine	DB01043	1406	DRD2	1813	strict_phase2_3_disease_directed_title	62.6032031518	40.6277834875	29.7595495033	41.2054642001	39.8553657074	NCT00411398[PHASE3] A 10 Week Open-Label Pilot Study to Evaluate the Effectiveness and Safety of Memantine(Namenda) as Augmentation Therapy in Patients With Generalized Anxiety Disorder; NCT00674219[PHASE3] Memantine Treatment for Obsessive-compulsive Disorder and Generalized Anxiety Disorder
2097	18970	647	Anxiety Disorders	D001008	849	vilazodone	DB06684	1406	DRD2	1813	strict_phase2_3_disease_directed_title	62.4646711202	39.4724220624	13.0387118876	29.9929342240	7.8914011648	NCT01629966[PHASE3] Safety, Efficacy and Tolerability of Vilazodone in Generalized Anxiety Disorder; NCT01844115[PHASE3] Safety, Efficacy and Tolerability of Vilazodone in (GAD) Generalized Anxiety Disorder
2098	28822	239	Neuralgia	D009437	420	Fentanyl	DB00813	2152	OPRM1	4988	strict_phase2_3_disease_directed_title	68.5468054128	69.0206406304	62.0689876670	59.3131209318	43.0831406304	NCT01008553[PHASE3] A Confirmatory Study of Fentanyl in Participants With Post-herpetic Neuralgia, Complex Regional Pain Syndrome or Postoperative Pain Syndrome
2099	42377	63	Rhinitis	D012220	431	brompheniramine	DB00835	3639	HRH1	3269	strict_phase2_3_disease_directed_title	67.9614165810	62.2503425831	56.5760962658	48.5134035629	46.5293122645	NCT01393548[PHASE3] Efficacy and Safety of Combination of Brompheniramine and Phenylephrine for the Symptoms Relief of Rhinitis
2101	8178	251	Lymphoma	D008223	234	cisplatin	DB00515	563	XIAP	331	strict_phase2_3_disease_directed_title	70.6202894827	82.7894826996	82.1201610140	73.7793336759	53.8307211374	NCT00069966[PHASE2] Pixantrone, Cytarabine, Methylprednisolone, and Cisplatin in Treating Patients With Aggressive Non-Hodgkin's Lymphoma in First Relapse; NCT00090909[PHASE2] Gemcitabine, Cisplatin, and Dexamethasone in Treating Patients With Relapsed or Refractory Hodgkin's Lymphoma; NCT00491127[PHASE2] Cisplatin With Gemcitabine With Dexamethasone in Patients With Aggressive Non-Hodgkin's Lymphoma; NCT05502250[PHASE2] Tislelizumab, Gemcitabine and Cisplatin for R/R Hodgkin Lymphoma Followed by Tislelizumab Consolidation in Patients in Metabolic Complete Remission
2102	42406	63	Rhinitis	D012220	499	fexofenadine	DB00950	3639	HRH1	3269	strict_phase2_3_disease_directed_title	68.5071942446	61.4140116478	67.5777235355	57.6764302843	54.3075539568	NCT01306721[PHASE3] Fexofenadine HCL - Pseudoephedrine HCL Combination Versus Allegra in Patients With Seasonal Allergic Rhinitis; NCT03664882[PHASE3] Study Evaluating the Efficacy and Safety of Fexofenadine in Subjects Suffering From Seasonal Allergic Rhinitis in Presence of Pollutants; NCT05692154[PHASE3] A Placebo-controlled Study of 2-day Pre-treatment With Fexofenadine in Seasonal Allergic Rhinitis
2104	20011	644	Diabetes Mellitus, Type 1	D003922	322	verapamil	DB00661	1430	KCNJ11	3767	strict_phase2_3_disease_directed_title	77.6004196643	74.3764988010	28.6772010963	28.7390801644	30.3028648510	NCT02372253[PHASE2] Verapamil for Beta Cell Survival Therapy in Type 1 Diabetes; NCT04545151[PHASE2] Verapamil SR in Adults With Type 1 Diabetes; NCT07061574[PHASE1|PHASE2] A Randomized Phase 1/2 Trial of Low Dose Anti-thymocyte Globulin (ATG) With Subsequent Adalimumab or Verapamil in New Onset Type 1 Diabetes; NCT07199946[PHASE1|PHASE2] A Phase I/II Trial to Preserve Residual Insulin Secretion in Children With Recent Onset Type 1 Diabetes by Giving Verapamil
2111	42166	63	Rhinitis	D012220	128	cetirizine	DB00341	3639	HRH1	3269	strict_phase2_3_disease_directed_title	68.5041966427	62.1443559438	62.2479873244	57.8725590956	59.0781303529	NCT00291642[PHASE2] A Study to Compare the Efficacy of Levocetirizine to Placebo in Reducing Symptoms of Seasonal Allergic Rhinitis (SAR) in Sensitive Subjects Exposed to Ragweed Pollen; NCT00490204[PHASE3] Cetirizine Placebo Controlled Study For Perennial Allergic Rhinitis; NCT00639587[PHASE3] Efficacy and Safety of Cetirizine Tablets Versus Ketotifen Dry Syrup in Children With Perennial Allergic Rhinitis; NCT01651871[PHASE2] Combination Study Of S-555739/Cetirizine HCl In Adult Patients With Seasonal Allergic Rhinitis; NCT01748344[PHASE2] Phase II Study Evaluating ONO-4053 and Cetirizine in Subjects With Seasonal Allergic Rhinitis
2112	36834	382	Rectal Neoplasms	D012004	116	floxuridine	DB00322	2912	TYMS	7298	strict_phase2_3_disease_directed_title	64.3334618020	51.4118705036	47.4982870846	48.0048818088	19.6951010620	NCT00002842[PHASE2] Liver Resection and Floxuridine Plus Fluorouracil and Leucovorin in Treating Patients With Liver Metastases From Colorectal Cancer; NCT00003753[PHASE2] Floxuridine, Dexamethasone, and Irinotecan After Surgery in Treating Patients With Liver Metastases From Colorectal Cancer; NCT00063960[PHASE2] Hepatic Arterial Infusion With Floxuridine and Systemic Irinotecan After Surgery in Treating Patients With Hepatic (Liver) Metastases From Colorectal Cancer; NCT00268463[PHASE3] Oxaliplatin and Capecitabine With or Without an Hepatic Arterial Infusion With Floxuridine in Treating Patients Who Are Undergoing Surgery and/or Ablation for Liver Metastases Due to Colorectal Cancer; NCT00361842[PHASE2] Multicenter Study Of CPX-1 (Irinotecan HCl: Floxuridine) Liposome Injection In Patients With Advanced Colorectal Cancer; NCT00492999[PHASE2] Hepatic Arterial Infusion With Floxuridine and Dexamethasone Combined With Combination Chemotherapy in Treating Patients With Colorectal Cancer That Has Spread to the Liver
2116	9480	8	Ovarian Neoplasms	D010051	803	belinostat	DB05015	811	HDAC6	10013	strict_phase2_3_disease_directed_title	69.6993833505	89.9528948270	88.8439962316	85.9748629668	92.7445186708	NCT00421889[PHASE1|PHASE2] A Study of Belinostat + Carboplatin or Paclitaxel or Both in Patients With Ovarian Cancer in Need of Relapse Treatment
2117	19934	498	Pulmonary Fibrosis	D011658	1118	zinc	DB01593	1421	MMP9	4318	strict_phase2_3_disease_directed_title	57.8575710860	61.3962401507	33.9880952381	40.7476875642	50.7111810552	NCT06567717[PHASE2] Zinc and Nicotinamide Riboside for Idiopathic Pulmonary Fibrosis
2120	13605	37	Anemia	D000740	1043	fostamatinib	DB12010	1075	ITK	3702	strict_phase2_3_disease_directed_title	74.1829393628	75.5755395683	87.4518242549	81.3232271326	89.4076524495	NCT04138927[PHASE3] A Phase 3 Open Label Extension Study of Fostamatinib Disodium in the Treatment of Warm Antibody Autoimmune Hemolytic Anemia
2123	36906	382	Rectal Neoplasms	D012004	308	pemetrexed	DB00642	2912	TYMS	7298	strict_phase2_3_disease_directed_title	62.5312607057	58.4859969168	54.6120246660	52.6079136691	31.9494047619	NCT00079872[PHASE2] Pemetrexed Plus a Comparator Versus a Combination of 2 Comparators in First-Line Treatment of Colorectal Cancer; NCT00191984[PHASE2] A Study of the Combination of Pemetrexed and Irinotecan Every Two Weeks in Metastatic Colorectal Cancer; NCT00330915[PHASE2] A Study of Pemetrexed and Folic Acid Given Before Surgery (Neoadjuvant Treatment) to Patients With Rectal Cancer.; NCT01109615[PHASE2] Pemetrexed and Gemcitabine for Treatment Resistant Patients With Metastatic Colorectal Cancer and KRAS Mutations; NCT01397305[PHASE1|PHASE2] An Extended Feasibility Phase I/II Study of Methylenetetrahydrofolate (Arfolitixorin) and Pemetrexed Single Agent, Given as Neoadjuvant Treatment in Patients With Resectable Rectal Cancer; NCT02588781[PHASE2] Pemetrexed Alone as Salvage Treatment in Metastatic Colorectal Cancer Patients Who Were Failed After Standard Chemotherapy: A Phase II Single Arm Prospective Study; NCT02723578[PHASE2] Pemetrexed and Erlotinib for Metastatic Colorectal Cancer; NCT03086538[PHASE2] Pemetrexed Plus Tarceva as Salvage Treatment in EGFR Overexpressed Metastatic Colorectal Cancer Patients Who Were Failed After Standard Chemotherapy; NCT03843853[PHASE2] Pemetrexed and S-1 in Combination With Bevacizumab in Refractory Colorectal Cancer; NCT04683965[PHASE2] Pemetrexed and TAS-102 in Combination With Bevacizumab in Refractory Colorectal Cancer
2128	1126	372	Osteosarcoma	D012516	112	gefitinib	DB00317	55	EGFR	1956	strict_phase2_3_disease_directed_title	70.6939448441	63.7328708462	63.3194158959	54.1473963686	38.6423004454	NCT07477457[PHASE2] A Study of Gefitinib, Trametinib, Disulfiram, and Sunitinib in Addition to Standard Chemotherapy in People With Osteosarcoma
