candidate_index,disease_local_id,disease_global_id,disease_mesh_id,disease_name,drug_local_id,drug_global_id,drugbank_id,drug_name,gene_local_id,gene_global_id,gene_entrez_id,gene_symbol,drug_gene_edge_in_ms,gene_disease_edge_in_ms,drug_disease_edge_in_ms,ms_motif
7072,588,588,D000230,Adenocarcinoma,180,874,DB00421,spironolactone,349,2315,5241,PGR,True,True,False,gene_star
7073,1,1,D004715,Endometriosis,275,969,DB00588,fluticasone propionate,349,2315,5241,PGR,True,True,False,gene_star
7074,5,5,D007247,"Infertility, Female",275,969,DB00588,fluticasone propionate,349,2315,5241,PGR,True,True,False,gene_star
7075,6,6,D001943,Breast Neoplasms,275,969,DB00588,fluticasone propionate,349,2315,5241,PGR,True,True,False,gene_star
7076,7,7,D016889,Endometrial Neoplasms,275,969,DB00588,fluticasone propionate,349,2315,5241,PGR,True,True,False,gene_star
7077,431,431,D008654,Mesothelioma,275,969,DB00588,fluticasone propionate,349,2315,5241,PGR,True,True,False,gene_star
7078,588,588,D000230,Adenocarcinoma,275,969,DB00588,fluticasone propionate,349,2315,5241,PGR,True,True,False,gene_star
7079,5,5,D007247,"Infertility, Female",285,979,DB00603,medroxyprogesterone acetate,349,2315,5241,PGR,True,True,False,gene_star
7080,6,6,D001943,Breast Neoplasms,285,979,DB00603,medroxyprogesterone acetate,349,2315,5241,PGR,True,True,False,gene_star
7081,431,431,D008654,Mesothelioma,285,979,DB00603,medroxyprogesterone acetate,349,2315,5241,PGR,True,True,False,gene_star
7082,588,588,D000230,Adenocarcinoma,285,979,DB00603,medroxyprogesterone acetate,349,2315,5241,PGR,True,True,False,gene_star
7083,1,1,D004715,Endometriosis,313,1007,DB00648,mitotane,349,2315,5241,PGR,True,True,False,gene_star
7084,5,5,D007247,"Infertility, Female",313,1007,DB00648,mitotane,349,2315,5241,PGR,True,True,False,gene_star
7085,6,6,D001943,Breast Neoplasms,313,1007,DB00648,mitotane,349,2315,5241,PGR,True,True,False,gene_star
7086,7,7,D016889,Endometrial Neoplasms,313,1007,DB00648,mitotane,349,2315,5241,PGR,True,True,False,gene_star
7087,431,431,D008654,Mesothelioma,313,1007,DB00648,mitotane,349,2315,5241,PGR,True,True,False,gene_star
7088,588,588,D000230,Adenocarcinoma,313,1007,DB00648,mitotane,349,2315,5241,PGR,True,True,False,gene_star
7089,5,5,D007247,"Infertility, Female",359,1053,DB00717,norethindrone,349,2315,5241,PGR,True,True,False,gene_star
7090,6,6,D001943,Breast Neoplasms,359,1053,DB00717,norethindrone,349,2315,5241,PGR,True,True,False,gene_star
7091,7,7,D016889,Endometrial Neoplasms,359,1053,DB00717,norethindrone,349,2315,5241,PGR,True,True,False,gene_star
7092,431,431,D008654,Mesothelioma,359,1053,DB00717,norethindrone,349,2315,5241,PGR,True,True,False,gene_star
7093,588,588,D000230,Adenocarcinoma,359,1053,DB00717,norethindrone,349,2315,5241,PGR,True,True,False,gene_star
7094,1,1,D004715,Endometriosis,389,1083,DB00764,mometasone,349,2315,5241,PGR,True,True,False,gene_star
7095,5,5,D007247,"Infertility, Female",389,1083,DB00764,mometasone,349,2315,5241,PGR,True,True,False,gene_star
7096,6,6,D001943,Breast Neoplasms,389,1083,DB00764,mometasone,349,2315,5241,PGR,True,True,False,gene_star
7097,7,7,D016889,Endometrial Neoplasms,389,1083,DB00764,mometasone,349,2315,5241,PGR,True,True,False,gene_star
7098,431,431,D008654,Mesothelioma,389,1083,DB00764,mometasone,349,2315,5241,PGR,True,True,False,gene_star
7099,588,588,D000230,Adenocarcinoma,389,1083,DB00764,mometasone,349,2315,5241,PGR,True,True,False,gene_star
7100,1,1,D004715,Endometriosis,430,1124,DB00834,mifepristone,349,2315,5241,PGR,True,True,False,gene_star
7101,5,5,D007247,"Infertility, Female",430,1124,DB00834,mifepristone,349,2315,5241,PGR,True,True,False,gene_star
7102,6,6,D001943,Breast Neoplasms,430,1124,DB00834,mifepristone,349,2315,5241,PGR,True,True,False,gene_star
7103,7,7,D016889,Endometrial Neoplasms,430,1124,DB00834,mifepristone,349,2315,5241,PGR,True,True,False,gene_star
7104,431,431,D008654,Mesothelioma,430,1124,DB00834,mifepristone,349,2315,5241,PGR,True,True,False,gene_star
7105,588,588,D000230,Adenocarcinoma,430,1124,DB00834,mifepristone,349,2315,5241,PGR,True,True,False,gene_star
7106,1,1,D004715,Endometriosis,504,1198,DB00957,norgestimate,349,2315,5241,PGR,True,True,False,gene_star
7107,6,6,D001943,Breast Neoplasms,504,1198,DB00957,norgestimate,349,2315,5241,PGR,True,True,False,gene_star
7108,7,7,D016889,Endometrial Neoplasms,504,1198,DB00957,norgestimate,349,2315,5241,PGR,True,True,False,gene_star
7109,431,431,D008654,Mesothelioma,504,1198,DB00957,norgestimate,349,2315,5241,PGR,True,True,False,gene_star
7110,588,588,D000230,Adenocarcinoma,504,1198,DB00957,norgestimate,349,2315,5241,PGR,True,True,False,gene_star
7111,1,1,D004715,Endometriosis,732,1426,DB01395,drospirenone,349,2315,5241,PGR,True,True,False,gene_star
7112,5,5,D007247,"Infertility, Female",732,1426,DB01395,drospirenone,349,2315,5241,PGR,True,True,False,gene_star
7113,6,6,D001943,Breast Neoplasms,732,1426,DB01395,drospirenone,349,2315,5241,PGR,True,True,False,gene_star
7114,7,7,D016889,Endometrial Neoplasms,732,1426,DB01395,drospirenone,349,2315,5241,PGR,True,True,False,gene_star
7115,431,431,D008654,Mesothelioma,732,1426,DB01395,drospirenone,349,2315,5241,PGR,True,True,False,gene_star
7116,588,588,D000230,Adenocarcinoma,732,1426,DB01395,drospirenone,349,2315,5241,PGR,True,True,False,gene_star
7117,5,5,D007247,"Infertility, Female",736,1430,DB01406,danazol,349,2315,5241,PGR,True,True,False,gene_star
7118,6,6,D001943,Breast Neoplasms,736,1430,DB01406,danazol,349,2315,5241,PGR,True,True,False,gene_star
7119,7,7,D016889,Endometrial Neoplasms,736,1430,DB01406,danazol,349,2315,5241,PGR,True,True,False,gene_star
7120,431,431,D008654,Mesothelioma,736,1430,DB01406,danazol,349,2315,5241,PGR,True,True,False,gene_star
7121,588,588,D000230,Adenocarcinoma,736,1430,DB01406,danazol,349,2315,5241,PGR,True,True,False,gene_star
7122,1,1,D004715,Endometriosis,810,1504,DB05521,telaprevir,349,2315,5241,PGR,True,True,False,gene_star
7123,5,5,D007247,"Infertility, Female",810,1504,DB05521,telaprevir,349,2315,5241,PGR,True,True,False,gene_star
7124,6,6,D001943,Breast Neoplasms,810,1504,DB05521,telaprevir,349,2315,5241,PGR,True,True,False,gene_star
7125,7,7,D016889,Endometrial Neoplasms,810,1504,DB05521,telaprevir,349,2315,5241,PGR,True,True,False,gene_star
7126,431,431,D008654,Mesothelioma,810,1504,DB05521,telaprevir,349,2315,5241,PGR,True,True,False,gene_star
7127,588,588,D000230,Adenocarcinoma,810,1504,DB05521,telaprevir,349,2315,5241,PGR,True,True,False,gene_star
7128,1,1,D004715,Endometriosis,884,1578,DB08867,ulipristal,349,2315,5241,PGR,True,True,False,gene_star
7129,5,5,D007247,"Infertility, Female",884,1578,DB08867,ulipristal,349,2315,5241,PGR,True,True,False,gene_star
7130,6,6,D001943,Breast Neoplasms,884,1578,DB08867,ulipristal,349,2315,5241,PGR,True,True,False,gene_star
7131,7,7,D016889,Endometrial Neoplasms,884,1578,DB08867,ulipristal,349,2315,5241,PGR,True,True,False,gene_star
7132,431,431,D008654,Mesothelioma,884,1578,DB08867,ulipristal,349,2315,5241,PGR,True,True,False,gene_star
7133,588,588,D000230,Adenocarcinoma,884,1578,DB08867,ulipristal,349,2315,5241,PGR,True,True,False,gene_star
7134,1,1,D004715,Endometriosis,954,1648,DB09389,norgestrel,349,2315,5241,PGR,True,True,False,gene_star
7135,5,5,D007247,"Infertility, Female",954,1648,DB09389,norgestrel,349,2315,5241,PGR,True,True,False,gene_star
7136,6,6,D001943,Breast Neoplasms,954,1648,DB09389,norgestrel,349,2315,5241,PGR,True,True,False,gene_star
7137,7,7,D016889,Endometrial Neoplasms,954,1648,DB09389,norgestrel,349,2315,5241,PGR,True,True,False,gene_star
7138,431,431,D008654,Mesothelioma,954,1648,DB09389,norgestrel,349,2315,5241,PGR,True,True,False,gene_star
7139,588,588,D000230,Adenocarcinoma,954,1648,DB09389,norgestrel,349,2315,5241,PGR,True,True,False,gene_star
7140,5,5,D007247,"Infertility, Female",970,1664,DB00823,ethynodiol-diacetate,349,2315,5241,PGR,True,True,False,gene_star
7141,6,6,D001943,Breast Neoplasms,970,1664,DB00823,ethynodiol-diacetate,349,2315,5241,PGR,True,True,False,gene_star
7142,7,7,D016889,Endometrial Neoplasms,970,1664,DB00823,ethynodiol-diacetate,349,2315,5241,PGR,True,True,False,gene_star
7143,431,431,D008654,Mesothelioma,970,1664,DB00823,ethynodiol-diacetate,349,2315,5241,PGR,True,True,False,gene_star
7144,588,588,D000230,Adenocarcinoma,970,1664,DB00823,ethynodiol-diacetate,349,2315,5241,PGR,True,True,False,gene_star
7145,1,1,D004715,Endometriosis,985,1679,DB01431,allylestrenol,349,2315,5241,PGR,True,True,False,gene_star
7146,5,5,D007247,"Infertility, Female",985,1679,DB01431,allylestrenol,349,2315,5241,PGR,True,True,False,gene_star
7147,6,6,D001943,Breast Neoplasms,985,1679,DB01431,allylestrenol,349,2315,5241,PGR,True,True,False,gene_star
7148,7,7,D016889,Endometrial Neoplasms,985,1679,DB01431,allylestrenol,349,2315,5241,PGR,True,True,False,gene_star
7149,431,431,D008654,Mesothelioma,985,1679,DB01431,allylestrenol,349,2315,5241,PGR,True,True,False,gene_star
7150,588,588,D000230,Adenocarcinoma,985,1679,DB01431,allylestrenol,349,2315,5241,PGR,True,True,False,gene_star
7151,5,5,D007247,"Infertility, Female",1021,1715,DB00304,desogestrel,349,2315,5241,PGR,True,True,False,gene_star
7152,6,6,D001943,Breast Neoplasms,1021,1715,DB00304,desogestrel,349,2315,5241,PGR,True,True,False,gene_star
7153,7,7,D016889,Endometrial Neoplasms,1021,1715,DB00304,desogestrel,349,2315,5241,PGR,True,True,False,gene_star
7154,431,431,D008654,Mesothelioma,1021,1715,DB00304,desogestrel,349,2315,5241,PGR,True,True,False,gene_star
7155,588,588,D000230,Adenocarcinoma,1021,1715,DB00304,desogestrel,349,2315,5241,PGR,True,True,False,gene_star
7156,1,1,D004715,Endometriosis,1029,1723,DB00378,dydrogesterone,349,2315,5241,PGR,True,True,False,gene_star
7157,5,5,D007247,"Infertility, Female",1029,1723,DB00378,dydrogesterone,349,2315,5241,PGR,True,True,False,gene_star
7158,6,6,D001943,Breast Neoplasms,1029,1723,DB00378,dydrogesterone,349,2315,5241,PGR,True,True,False,gene_star
7159,7,7,D016889,Endometrial Neoplasms,1029,1723,DB00378,dydrogesterone,349,2315,5241,PGR,True,True,False,gene_star
7160,431,431,D008654,Mesothelioma,1029,1723,DB00378,dydrogesterone,349,2315,5241,PGR,True,True,False,gene_star
7161,588,588,D000230,Adenocarcinoma,1029,1723,DB00378,dydrogesterone,349,2315,5241,PGR,True,True,False,gene_star
7162,1,1,D004715,Endometriosis,1074,1768,DB06713,norelgestromin,349,2315,5241,PGR,True,True,False,gene_star
7163,5,5,D007247,"Infertility, Female",1074,1768,DB06713,norelgestromin,349,2315,5241,PGR,True,True,False,gene_star
7164,7,7,D016889,Endometrial Neoplasms,1074,1768,DB06713,norelgestromin,349,2315,5241,PGR,True,True,False,gene_star
7165,431,431,D008654,Mesothelioma,1074,1768,DB06713,norelgestromin,349,2315,5241,PGR,True,True,False,gene_star
7166,588,588,D000230,Adenocarcinoma,1074,1768,DB06713,norelgestromin,349,2315,5241,PGR,True,True,False,gene_star
7167,1,1,D004715,Endometriosis,1075,1769,DB09371,noretynodrel,349,2315,5241,PGR,True,True,False,gene_star
7168,6,6,D001943,Breast Neoplasms,1075,1769,DB09371,noretynodrel,349,2315,5241,PGR,True,True,False,gene_star
7169,7,7,D016889,Endometrial Neoplasms,1075,1769,DB09371,noretynodrel,349,2315,5241,PGR,True,True,False,gene_star
7170,431,431,D008654,Mesothelioma,1075,1769,DB09371,noretynodrel,349,2315,5241,PGR,True,True,False,gene_star
7171,588,588,D000230,Adenocarcinoma,1075,1769,DB09371,noretynodrel,349,2315,5241,PGR,True,True,False,gene_star
7172,5,5,D007247,"Infertility, Female",1190,1884,DB09123,dienogest,349,2315,5241,PGR,True,True,False,gene_star
7173,6,6,D001943,Breast Neoplasms,1190,1884,DB09123,dienogest,349,2315,5241,PGR,True,True,False,gene_star
7174,7,7,D016889,Endometrial Neoplasms,1190,1884,DB09123,dienogest,349,2315,5241,PGR,True,True,False,gene_star
7175,431,431,D008654,Mesothelioma,1190,1884,DB09123,dienogest,349,2315,5241,PGR,True,True,False,gene_star
7176,588,588,D000230,Adenocarcinoma,1190,1884,DB09123,dienogest,349,2315,5241,PGR,True,True,False,gene_star
7177,5,5,D007247,"Infertility, Female",1206,1900,DB11619,gestrinone,349,2315,5241,PGR,True,True,False,gene_star
7178,6,6,D001943,Breast Neoplasms,1206,1900,DB11619,gestrinone,349,2315,5241,PGR,True,True,False,gene_star
7179,7,7,D016889,Endometrial Neoplasms,1206,1900,DB11619,gestrinone,349,2315,5241,PGR,True,True,False,gene_star
7180,431,431,D008654,Mesothelioma,1206,1900,DB11619,gestrinone,349,2315,5241,PGR,True,True,False,gene_star
7181,588,588,D000230,Adenocarcinoma,1206,1900,DB11619,gestrinone,349,2315,5241,PGR,True,True,False,gene_star
7182,107,107,D001289,Attention Deficit Disorder with Hyperactivity,89,783,DB00279,liothyronine,352,2318,7068,THRB,True,True,False,gene_star
7183,134,134,D006980,Hyperthyroidism,89,783,DB00279,liothyronine,352,2318,7068,THRB,True,True,False,gene_star
7184,435,435,D003248,Constipation,89,783,DB00279,liothyronine,352,2318,7068,THRB,True,True,False,gene_star
7185,612,612,D018263,"Adenocarcinoma, Follicular",89,783,DB00279,liothyronine,352,2318,7068,THRB,True,True,False,gene_star
7186,107,107,D001289,Attention Deficit Disorder with Hyperactivity,200,894,DB00451,levothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7187,435,435,D003248,Constipation,200,894,DB00451,levothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7188,612,612,D018263,"Adenocarcinoma, Follicular",200,894,DB00451,levothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7189,107,107,D001289,Attention Deficit Disorder with Hyperactivity,232,926,DB00509,Dextrothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7190,134,134,D006980,Hyperthyroidism,232,926,DB00509,Dextrothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7191,230,230,D006042,Goiter,232,926,DB00509,Dextrothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7192,231,231,D007037,Hypothyroidism,232,926,DB00509,Dextrothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7193,435,435,D003248,Constipation,232,926,DB00509,Dextrothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7194,612,612,D018263,"Adenocarcinoma, Follicular",232,926,DB00509,Dextrothyroxine,352,2318,7068,THRB,True,True,False,gene_star
7195,107,107,D001289,Attention Deficit Disorder with Hyperactivity,608,1302,DB01118,amiodarone,352,2318,7068,THRB,True,True,False,gene_star
7196,134,134,D006980,Hyperthyroidism,608,1302,DB01118,amiodarone,352,2318,7068,THRB,True,True,False,gene_star
7197,230,230,D006042,Goiter,608,1302,DB01118,amiodarone,352,2318,7068,THRB,True,True,False,gene_star
7198,231,231,D007037,Hypothyroidism,608,1302,DB01118,amiodarone,352,2318,7068,THRB,True,True,False,gene_star
7199,435,435,D003248,Constipation,608,1302,DB01118,amiodarone,352,2318,7068,THRB,True,True,False,gene_star
7200,612,612,D018263,"Adenocarcinoma, Follicular",608,1302,DB01118,amiodarone,352,2318,7068,THRB,True,True,False,gene_star
7201,124,124,D010003,Osteoarthritis,36,730,DB00188,bortezomib,360,2326,5689,PSMB1,True,True,False,gene_star
7202,221,221,D054058,Acute Coronary Syndrome,36,730,DB00188,bortezomib,360,2326,5689,PSMB1,True,True,False,gene_star
7203,124,124,D010003,Osteoarthritis,894,1588,DB08889,carfilzomib,360,2326,5689,PSMB1,True,True,False,gene_star
7204,221,221,D054058,Acute Coronary Syndrome,894,1588,DB08889,carfilzomib,360,2326,5689,PSMB1,True,True,False,gene_star
7205,219,219,D008545,Melanoma,233,927,DB00514,dextromethorphan,362,2328,5880,RAC2,True,True,False,gene_star
7206,251,251,D008223,Lymphoma,233,927,DB00514,dextromethorphan,362,2328,5880,RAC2,True,True,False,gene_star
7207,525,525,D007964,Leukocytosis,233,927,DB00514,dextromethorphan,362,2328,5880,RAC2,True,True,False,gene_star
7208,564,564,D007153,Immunologic Deficiency Syndromes,233,927,DB00514,dextromethorphan,362,2328,5880,RAC2,True,True,False,gene_star
7209,81,81,D050197,Atherosclerosis,21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7210,106,106,D009765,Obesity,21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7211,155,155,D004941,Esophagitis,21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7212,196,196,D004833,"Epilepsy, Temporal Lobe",21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7213,278,278,D006356,Heartburn,21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7214,298,298,D001749,Urinary Bladder Neoplasms,21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7215,325,325,D010195,Pancreatitis,21,715,DB00159,icosapent,365,2331,7442,TRPV1,True,True,False,gene_star
7216,81,81,D050197,Atherosclerosis,111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7217,106,106,D009765,Obesity,111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7218,155,155,D004941,Esophagitis,111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7219,196,196,D004833,"Epilepsy, Temporal Lobe",111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7220,278,278,D006356,Heartburn,111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7221,298,298,D001749,Urinary Bladder Neoplasms,111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7222,325,325,D010195,Pancreatitis,111,805,DB00316,paracetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7223,81,81,D050197,Atherosclerosis,772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7224,106,106,D009765,Obesity,772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7225,155,155,D004941,Esophagitis,772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7226,196,196,D004833,"Epilepsy, Temporal Lobe",772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7227,278,278,D006356,Heartburn,772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7228,298,298,D001749,Urinary Bladder Neoplasms,772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7229,325,325,D010195,Pancreatitis,772,1466,DB01744,Camphor,365,2331,7442,TRPV1,True,True,False,gene_star
7230,81,81,D050197,Atherosclerosis,862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7231,106,106,D009765,Obesity,862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7232,155,155,D004941,Esophagitis,862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7233,196,196,D004833,"Epilepsy, Temporal Lobe",862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7234,278,278,D006356,Heartburn,862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7235,298,298,D001749,Urinary Bladder Neoplasms,862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7236,325,325,D010195,Pancreatitis,862,1556,DB06774,capsaicin,365,2331,7442,TRPV1,True,True,False,gene_star
7237,81,81,D050197,Atherosclerosis,1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7238,106,106,D009765,Obesity,1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7239,155,155,D004941,Esophagitis,1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7240,196,196,D004833,"Epilepsy, Temporal Lobe",1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7241,278,278,D006356,Heartburn,1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7242,298,298,D001749,Urinary Bladder Neoplasms,1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7243,325,325,D010195,Pancreatitis,1124,1818,DB00132,nan,365,2331,7442,TRPV1,True,True,False,gene_star
7244,81,81,D050197,Atherosclerosis,1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7245,106,106,D009765,Obesity,1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7246,155,155,D004941,Esophagitis,1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7247,196,196,D004833,"Epilepsy, Temporal Lobe",1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7248,278,278,D006356,Heartburn,1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7249,298,298,D001749,Urinary Bladder Neoplasms,1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7250,325,325,D010195,Pancreatitis,1229,1923,DB09288,propacetamol,365,2331,7442,TRPV1,True,True,False,gene_star
7251,25,25,D001249,Asthma,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7252,63,63,D012220,Rhinitis,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7253,66,66,D001987,Bronchiectasis,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7254,75,75,D003550,Cystic Fibrosis,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7255,165,165,D012852,Sinusitis,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7256,265,265,D015179,Colorectal Neoplasms,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7257,325,325,D010195,Pancreatitis,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7258,442,442,D000437,Alcoholism,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7259,498,498,D011658,Pulmonary Fibrosis,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7260,505,505,D007248,"Infertility, Male",160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7261,564,564,D007153,Immunologic Deficiency Syndromes,160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7262,578,578,D008105,"Liver Cirrhosis, Biliary",160,854,DB00393,nimodipine,373,2339,1080,CFTR,True,True,False,gene_star
7263,25,25,D001249,Asthma,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7264,63,63,D012220,Rhinitis,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7265,66,66,D001987,Bronchiectasis,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7266,75,75,D003550,Cystic Fibrosis,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7267,165,165,D012852,Sinusitis,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7268,265,265,D015179,Colorectal Neoplasms,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7269,325,325,D010195,Pancreatitis,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7270,442,442,D000437,Alcoholism,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7271,498,498,D011658,Pulmonary Fibrosis,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7272,505,505,D007248,"Infertility, Male",468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7273,564,564,D007153,Immunologic Deficiency Syndromes,468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7274,578,578,D008105,"Liver Cirrhosis, Biliary",468,1162,DB00887,bumetanide,373,2339,1080,CFTR,True,True,False,gene_star
7275,25,25,D001249,Asthma,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7276,63,63,D012220,Rhinitis,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7277,66,66,D001987,Bronchiectasis,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7278,75,75,D003550,Cystic Fibrosis,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7279,165,165,D012852,Sinusitis,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7280,265,265,D015179,Colorectal Neoplasms,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7281,325,325,D010195,Pancreatitis,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7282,442,442,D000437,Alcoholism,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7283,498,498,D011658,Pulmonary Fibrosis,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7284,505,505,D007248,"Infertility, Male",546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7285,564,564,D007153,Immunologic Deficiency Syndromes,546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7286,578,578,D008105,"Liver Cirrhosis, Biliary",546,1240,DB01016,glyburide,373,2339,1080,CFTR,True,True,False,gene_star
7287,25,25,D001249,Asthma,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7288,63,63,D012220,Rhinitis,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7289,66,66,D001987,Bronchiectasis,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7290,75,75,D003550,Cystic Fibrosis,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7291,165,165,D012852,Sinusitis,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7292,265,265,D015179,Colorectal Neoplasms,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7293,325,325,D010195,Pancreatitis,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7294,442,442,D000437,Alcoholism,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7295,498,498,D011658,Pulmonary Fibrosis,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7296,505,505,D007248,"Infertility, Male",553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7297,564,564,D007153,Immunologic Deficiency Syndromes,553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7298,578,578,D008105,"Liver Cirrhosis, Biliary",553,1247,DB01023,felodipine,373,2339,1080,CFTR,True,True,False,gene_star
7299,25,25,D001249,Asthma,567,1261,DB01050,ibuprofen,373,2339,1080,CFTR,True,True,False,gene_star
